Patient.ID,Fraction of genome altered
TCGA-XK-AAJ3,0.116665769893367
TCGA-2A-A8VO,0.0221132782379171
TCGA-2A-AAYF,0.0226479211763209
TCGA-2A-AAYO,0.0219145052066629
TCGA-CH-5746,0.0126113266408576
TCGA-EJ-7321,0.0308455859231053
TCGA-EJ-A46I,0.000851723093602318
TCGA-EJ-A65G,0.00244565232917993
TCGA-G9-6336,0.00141219681763085
TCGA-CH-5792,0.0845058064835995
TCGA-EJ-5505,0.03584610022671
TCGA-EJ-5524,0.103140863734561
TCGA-EJ-5532,0.078500376777084
TCGA-G9-6362,0.0808754926220851
TCGA-HC-8262,0.0459469694496938
TCGA-CH-5740,0.0797589336409239
TCGA-EJ-A46E,0.0117245205534497
TCGA-EJ-A46F,0.149655961270453
TCGA-J4-A6G3,0.00121604362779706
TCGA-J9-A52C,0.0207470399403439
TCGA-KK-A6E1,0.194627490021035
TCGA-KK-A8IF,0.296658791910647
TCGA-V1-A9OY,0.0330000561223902
TCGA-YL-A9WY,0.182897551185021
TCGA-ZG-A9LN,0.0547297463618442
TCGA-EJ-8470,0.0926190304683155
TCGA-EJ-A7NK,0.000690276643302016
TCGA-EJ-A8FN,0.0966440656140722
TCGA-G9-6353,0.00159466485272187
TCGA-G9-6371,0.0167029565996733
TCGA-G9-7519,0.0253689112913124
TCGA-HI-7170,0.0473522841496471
TCGA-G9-6339,0.0370011607265257
TCGA-HC-7738,0.0302715061814901
TCGA-HC-8216,0.142501188060519
TCGA-YL-A8HJ,0.00879060103493081
TCGA-HC-7742,0.151419002971672
TCGA-HC-A9TH,0.0916406429206859
TCGA-YL-A8HL,0.102994158570282
TCGA-YL-A8SP,0.0971038023186688
TCGA-ZG-A9L5,0.454527693954833
TCGA-EJ-5496,0.0727987200380299
TCGA-G9-6347,0.00161125471985481
TCGA-HC-7736,0.134609086088534
TCGA-J4-AAU2,0.00929052461191627
TCGA-QU-A6IM,0.0896162992847075
TCGA-EJ-7123,0.141919267251669
TCGA-EJ-A65F,0.166476423157364
TCGA-HC-7740,0.00135255263796172
TCGA-J4-A67O,0.00179775019842537
TCGA-EJ-A8FP,0.00143533848672586
TCGA-KK-A6E0,0.161457687777261
TCGA-MG-AAMC,0.0728782186621823
TCGA-V1-A9Z8,0.110518895462542
TCGA-YL-A8HK,0.124619331047126
TCGA-YL-A9WL,0.154190553708837
TCGA-H9-A6BX,0.00113860889418545
TCGA-CH-5762,0.0988715182839782
TCGA-EJ-5515,0.00155393177905373
TCGA-EJ-5542,0.0932869779827657
TCGA-G9-6356,0.00380556774214362
TCGA-G9-6367,0.000849810473743119
TCGA-HC-7209,0.0431836809867572
TCGA-HC-7748,0.0450774261405776
TCGA-HC-8264,0.0723730879901313
TCGA-HC-A6AQ,0.0108552900286128
TCGA-KK-A7AY,0.0648969943455973
TCGA-V1-A8MM,0.12143656958991
TCGA-VP-A872,0.147329663337386
TCGA-YL-A8SJ,0.0637343563719278
TCGA-V1-A9O7,0.134972429144017
TCGA-ZG-A9L9,0.303997948273516
TCGA-ZG-A9LY,0.166273789423948
TCGA-EJ-AB20,0.0573551089012803
TCGA-V1-A9OT,0.0496960826359665
TCGA-CH-5789,0.00212067765875123
TCGA-EJ-5499,0.0435571769844282
TCGA-EJ-5530,0.0163141480510788
TCGA-EJ-7327,0.0283726103184264
TCGA-EJ-A7NN,0.207393174405028
TCGA-G9-6338,0.111228775251183
TCGA-G9-6342,0.056504679876409
TCGA-G9-6361,0.0531255616730491
TCGA-G9-6366,0.116868048923255
TCGA-G9-6377,0.111305811728705
TCGA-G9-6496,0.0867162863741813
TCGA-HC-7752,0.0218611812700479
TCGA-HC-A6AP,0.050207324476706
TCGA-J4-A67N,0.100375984979396
TCGA-QU-A6IN,0.0374841048837853
TCGA-X4-A8KS,0.00245158645952378
TCGA-YL-A8SQ,0.333605078251244
TCGA-CH-5761,0.332618991469401
TCGA-V1-A9OA,0.176500163289342
TCGA-XK-AAJR,0.104709069424579
TCGA-ZG-A9L4,0.0553900910610023
TCGA-EJ-7786,0.0821134856421485
TCGA-EJ-5531,0.00171445126566281
TCGA-EJ-7314,0.0875886324741276
TCGA-EJ-A65J,0.0785441725003412
TCGA-G9-6343,0.0247332861527449
TCGA-HC-7081,0.0273083431045352
TCGA-KK-A7AQ,0.116086054195666
TCGA-M7-A71Z,0.0501599334367633
TCGA-TP-A8TV,0.163583192651998
TCGA-VN-A88N,0.0197904076274461
TCGA-YL-A8SB,0.0890807421002255
TCGA-YL-A8SF,0.140757235938454
TCGA-FC-7961,0.212381082026587
TCGA-G9-A9S4,0.220155998835056
TCGA-HC-7211,0.0531106678396474
TCGA-HI-7168,0.287181630336818
TCGA-J9-A52B,0.0612130233086898
TCGA-XJ-A9DI,0.00150160362249657
TCGA-XK-AAJA,0.0935738462244839
TCGA-XK-AAK1,0.079192135764286
TCGA-EJ-5509,0.135184479235029
TCGA-KK-A6E5,0.0869849760488048
TCGA-CH-5772,0.0334199442327796
TCGA-EJ-7784,0.255118024630796
TCGA-EJ-8468,0.0792080398559796
TCGA-H9-A6BY,0.0203259688662152
TCGA-HC-7075,0.00567458029319356
TCGA-J4-A67S,0.0764650817497771
TCGA-J4-A67T,0.00724963319702754
TCGA-J4-A83I,0.0857968584616677
TCGA-XJ-A9DK,0.000283179217691052
TCGA-YL-A8S9,0.115221658190199
TCGA-CH-5771,0.0642346737784918
TCGA-EJ-5521,0.0711587775852595
TCGA-EJ-8472,0.297850775491828
TCGA-V1-A9OH,0.0911820934625799
TCGA-V1-A9Z9,0.0619233802123543
TCGA-XK-AAIV,0.236755159160264
TCGA-YL-A9WI,0.386708627711349
TCGA-YL-A9WK,0.224400061444023
TCGA-CH-5748,0.0172050090015986
TCGA-CH-5790,0.0364778681980516
TCGA-EJ-7331,0.0264981396675951
TCGA-EJ-A7NM,0.0779435060885744
TCGA-G9-6363,0.0884035555369714
TCGA-G9-7525,0.0588272638576329
TCGA-HC-7077,0.0670949221008996
TCGA-HC-A6AL,0.08299005362666
TCGA-QU-A6IL,0.109820642352466
TCGA-TP-A8TT,0.077676814139265
TCGA-YL-A8SO,0.221641160522172
TCGA-YL-A8SR,0.245945270607765
TCGA-4L-AA1F,0.17350326671035
TCGA-CH-5744,0.0527952925327101
TCGA-EJ-5519,0.142860693754945
TCGA-EJ-A8FU,0.000894650828931863
TCGA-HC-A9TE,0.45131055681021
TCGA-KK-A59V,0.0378454515166233
TCGA-M7-A724,0.133728694106652
TCGA-V1-A9O5,0.271894431500116
TCGA-V1-A9ZG,0.0261397618141179
TCGA-ZG-A9L6,0.0552635726833937
TCGA-ZG-A9LS,0.246250239764225
TCGA-Y6-A8TL,0.0422975036255218
TCGA-CH-5739,0.0927202920034321
TCGA-CH-5794,0.0427494282562828
TCGA-EJ-5504,0.119932240847577
TCGA-EJ-5508,0.0148131668980605
TCGA-EJ-7781,0.061466584568103
TCGA-EJ-A65M,0.0799633528409992
TCGA-HC-7745,0.156236608321082
TCGA-J4-A67R,0.00204439650020514
TCGA-KK-A7B1,0.0275238658680252
TCGA-KK-A8IL,0.0297020282296476
TCGA-ZG-A8QZ,0.0812852864327572
TCGA-CH-5754,0.200965112616624
TCGA-EJ-7115,0.0639083157153438
TCGA-J9-A52E,0.259884090949595
TCGA-KK-A8IB,0.268125378352133
TCGA-M7-A722,0.0496448642906272
TCGA-V1-A9OL,0.263561401370653
TCGA-X4-A8KQ,0.179281510560154
TCGA-ZG-A9M4,0.268157770274123
TCGA-CH-5767,0.0853597051270086
TCGA-HC-7818,0.00142326269851973
TCGA-QU-A6IP,0.00776427078058863
TCGA-CH-5743,0.00141640570374893
TCGA-CH-5763,0.0015461107383035
TCGA-CH-5764,0.0592751785129878
TCGA-EJ-5514,0.229662551116906
TCGA-G9-6333,0.0488224809050009
TCGA-G9-6385,0.000675076972231811
TCGA-G9-6494,0.117746953345434
TCGA-G9-6499,0.340861008072667
TCGA-G9-7510,0.071996666334383
TCGA-HC-7231,0.037341293786513
TCGA-HC-7232,0.122069539148127
TCGA-HC-8265,0.133701104106732
TCGA-KC-A4BV,0.142559099393403
TCGA-KK-A59Z,0.40932117861501
TCGA-CH-5752,0.0324141007174093
TCGA-EJ-5518,0.182992979021704
TCGA-EJ-7789,0.339106166790867
TCGA-EJ-A46B,0.00143217324670144
TCGA-EJ-A65D,0.0500095914006864
TCGA-HC-7080,0.167301744678438
TCGA-J4-AATZ,0.146493074420551
TCGA-XK-AAJP,0.101943175677103
TCGA-YL-A8HM,0.254072855248766
TCGA-YL-A8SC,0.150725874975267
TCGA-ZG-A9L1,0.34201994942023
TCGA-ZG-A9LZ,0.30140194788842
TCGA-EJ-A65E,0.0372893586040117
TCGA-V1-A9OQ,0.0503905995708086
TCGA-XJ-A83F,0.087195504498431
TCGA-EJ-5506,0.000601941427124666
TCGA-EJ-7791,0.00208532980322494
TCGA-EJ-7794,0.0682236740501094
TCGA-G9-6329,0.0157015527604388
TCGA-HC-A631,0.186024731322836
TCGA-HC-A6AN,0.0897780008537824
TCGA-VP-A875,0.220500437178045
TCGA-YL-A8HO,0.161193815865618
TCGA-YL-A8SK,0.177057203715441
TCGA-YL-A9WH,0.55120413263541
TCGA-EJ-5525,0.24502400570951
TCGA-KK-A7B0,0.141460186681339
TCGA-ZG-A8QY,0.117798259582831
TCGA-ZG-A9LU,0.0440593835840644
TCGA-FC-A8O0,0.00064582218350499
TCGA-H9-7775,0.03797191730234
TCGA-XA-A8JR,0.0303893889543161
TCGA-CH-5745,0.0467436246672745
TCGA-EJ-7315,0.0966657046909843
TCGA-G9-6348,0.0876466890583837
TCGA-G9-6373,0.149643769842844
TCGA-G9-6379,0.0733562800192593
TCGA-J4-A67K,0.0113193022874104
TCGA-J4-A6G1,0.00103776468903522
TCGA-J4-A83J,0.111311281000939
TCGA-CH-5751,0.208500869974801
TCGA-EJ-5495,0.17988358137343
TCGA-HC-A632,0.179426445754934
TCGA-KK-A6E8,0.251994840167878
TCGA-KK-A7B2,0.000969727106194355
TCGA-V1-A9ZI,0.213272213484662
TCGA-V1-A9ZR,0.0714500926259008
TCGA-YL-A8S8,0.385475986588533
TCGA-YL-A9WX,0.00760711262485893
TCGA-YL-A8SI,0.0163556465781385
TCGA-EJ-5527,0.0554571377069727
TCGA-EJ-8474,0.0228256020407377
TCGA-KK-A6E4,0.133303059721155
TCGA-KK-A6E6,0.0603358012410527
TCGA-YL-A8SA,0.0830339432023506
TCGA-YL-A8SH,0.0638232225925539
TCGA-2A-A8W3,0.0766945772102179
TCGA-CH-5788,0.264803298793573
TCGA-HC-7078,0.239911504930082
TCGA-ZG-A9MC,0.0158865143273276
TCGA-EJ-7328,0.0391286596213146
TCGA-EJ-A6RA,0.000828655998270501
TCGA-HC-7749,0.0458185319236237
TCGA-HC-8257,0.0771955502728639
TCGA-HC-A6AS,0.0281975258620292
TCGA-WW-A8ZI,0.0884142923946336
TCGA-2A-A8VX,0.0778383307098122
TCGA-CH-5753,0.203206111324451
TCGA-EJ-7783,0.0428164598137157
TCGA-VP-AA1N,0.187988035490936
TCGA-ZG-A9L2,0.0767610484520949
TCGA-EJ-7218,0.0546306748669956
TCGA-J4-AATV,0.00857776454241104
TCGA-EJ-7317,0.030309812793634
TCGA-EJ-A46G,0.202285753638047
TCGA-G9-6365,0.0155550490344907
TCGA-EJ-7782,0.120125633154783
TCGA-FC-A4JI,0.512977833955112
TCGA-J9-A52D,0.122624719685029
TCGA-VN-A943,0.0315219001629562
TCGA-ZG-A9L0,0.503513058073369
TCGA-CH-5738,0.00183422058955464
TCGA-CH-5768,0.0471128161328477
TCGA-HC-7820,0.0399496638740575
TCGA-CH-5750,0.0123072308051564
TCGA-CH-5791,0.0746750182897896
TCGA-G9-6364,0.0388930488076936
TCGA-ZG-A8QW,0.0491677899521916
TCGA-KK-A5A1,0.419891659726075
TCGA-Y6-A9XI,0.0799159895612365
TCGA-ZG-A9LB,0.326347496965488
TCGA-ZG-A9LM,0.342812398681812
TCGA-CH-5737,0.0577301845767427
TCGA-HC-7233,0.00274535604468174
TCGA-ZG-A9KY,0.256324706795178
TCGA-ZG-A9N3,0.547745630808756
TCGA-ZG-A9NI,0.238293581344074
TCGA-FC-A66V,0.000662609620054175
TCGA-HC-7210,0.0699093965592831
TCGA-YL-A8SL,0.218588723046183
TCGA-XK-AAIR,0.0753440712034907
TCGA-XK-AAJT,0.217379759126023
TCGA-J4-A67Q,0.0242342636948074
TCGA-FC-A6HD,0.0113731170784018
TCGA-XK-AAIW,0.0286867154496781
TCGA-HC-A76X,0.0036146462641282
TCGA-J9-A8CN,0.0645752887045534
TCGA-KC-A4BL,0.00375156186751602
TCGA-KC-A7F3,0.0542164254421357
TCGA-KC-A7FD,0.0160728305345309
TCGA-KC-A7FE,0.00932913855922985
TCGA-KK-A8I5,0.100941526961292
TCGA-KK-A8IJ,0.0447503914599099
TCGA-V1-A8MJ,0.00163976327331748
TCGA-V1-A8WN,0.0233565847297476
TCGA-2A-A8VT,0.164008895793109
TCGA-EJ-A6RC,0.000571145144951723
TCGA-HC-A76W,0.0221303628562813
TCGA-HC-A8D1,0.0106787532944171
TCGA-J9-A8CK,0.054060727480995
TCGA-J9-A8CL,0.275703472032832
TCGA-J9-A8CM,0.149231354035152
TCGA-KC-A4BR,0.000902357866474205
TCGA-KC-A7F6,0.085619710372345
TCGA-KC-A7FA,0.0807507855531526
TCGA-KK-A7AP,0.208030413350963
TCGA-KK-A7AU,0.122777756585818
TCGA-KK-A7B3,0.14069853808245
TCGA-KK-A8I4,0.216760950419256
TCGA-KK-A8I6,0.0654996744266631
TCGA-KK-A8I8,0.104976591094237
TCGA-KK-A8I9,0.080741515278769
TCGA-KK-A8IC,0.137696174539798
TCGA-KK-A8IH,0.0770733672108727
TCGA-KK-A8II,0.0679473493139237
TCGA-SU-A7E7,0.0174290085616332
TCGA-V1-A8MG,0.169268593024075
TCGA-V1-A8ML,0.0087570362027263
TCGA-V1-A8MU,0.0588310930423745
TCGA-V1-A8WL,0.0388724090683801
TCGA-V1-A8WS,0.0547763341124007
TCGA-V1-A8X3,0.0634178981024184
TCGA-XQ-A8TB,0.0663600095158261
TCGA-HC-A8CY,0.11749704693821
TCGA-HC-A8D0,0.0471162474086703
TCGA-KK-A8IA,0.266192630533746
TCGA-KK-A8ID,0.24157688749161
TCGA-KK-A8IG,0.214382254359616
TCGA-KK-A8IK,0.442500320317572
TCGA-TK-A8OK,0.109170750022002
TCGA-V1-A8MF,0.0889432657637024
TCGA-V1-A8WV,0.510003879075287
TCGA-V1-A8WW,0.159160653543149
TCGA-XQ-A8TA,0.351139134096555
TCGA-YJ-A8SW,0.499158250960486
